Type,F1,F2,F3,F4
m,0.696502926,0.385148399,1.081651325,0.721100883
t,0.256582262,0.045523509,0.302105771,0.201403847
t,0.367346576,0.16303283,0.530379406,0.353586271
t,0.255944501,0.176780072,0.432724573,0.288483049
t,0.265139285,0.086437598,0.351576883,0.234384589
m,0.331981312,0.17250266,0.504483972,0.336322648
t,0.290231423,0.144851147,0.43508257,0.290055047
m,1.386206052,0.476035469,1.862241521,1.241494347
t,-0.021898784,0.075947868,0.054049084,0.036032723
m,0.159800277,0.06472627,0.224526547,0.149684365
t,0.273555731,0.04919706,0.322752791,0.215168527
m,0.503532993,0.194279223,0.697812216,0.465208144
t,0.403592989,0.091505346,0.495098335,0.330065557
m,0.346589099,0.079982578,0.426571677,0.284381118
t,0.264195428,0.026476068,0.290671496,0.193780997
t,0.058905909,0.043194406,0.102100315,0.068066877
t,0.248389104,0.197300833,0.445689937,0.297126625
t,-0.102252186,0.076851779,-0.025400407,-0.016933605
m,0.007476989,0.041608668,0.049085657,0.032723771
t,0.442075161,0.18986052,0.631935681,0.421290454
t,0.483134182,0.22928752,0.712421702,0.474947801
t,0.814912076,0.416526542,1.231438618,0.820959079
m,0.19137786,0.070884853,0.262262713,0.174841809
t,0.45852916,0.121159084,0.579688244,0.386458829
m,0.67732786,0.321818812,0.999146672,0.666097781
t,0.378064726,0.060772209,0.438836935,0.292557957
t,0.282643686,0.065582835,0.348226521,0.232151014
m,0.034283753,0.068689521,0.102973274,0.068648849
t,0.450391676,0.105957725,0.556349401,0.370899601
m,0.323480035,0.080057098,0.403537133,0.269024755
m,0.376629014,0.142797459,0.519426473,0.346284315
m,-0.110318205,0.048006647,-0.062311558,-0.041541039
t,0.024148096,0.039771851,0.063919947,0.042613298
t,0.095933699,0.069138976,0.165072675,0.11004845
t,0.456931638,0.243360798,0.700292436,0.466861624
m,0.129849968,0.026033206,0.155883174,0.103922116
m,0.312043538,0.019908216,0.331951754,0.221301169
t,0.599962589,0.113660135,0.713622724,0.475748483
m,0.240277308,0.055179168,0.295456476,0.196970984
m,0.678274207,0.089720222,0.767994429,0.511996286
t,0.580570513,0.178267459,0.758837972,0.505891981
m,0.182368808,0.031286105,0.213654913,0.142436609
t,0.296485349,0.081351683,0.377837032,0.251891355
t,0.114220577,0.041522355,0.155742932,0.103828621
m,0.394350202,0.207809603,0.602159805,0.40143987
m,0.50238999,0.328228276,0.830618266,0.553745511
t,0.15832716,0.051381409,0.209708569,0.139805713
t,0.00258485,0.08943016,0.09201501,0.06134334
t,0.056482977,0.057961855,0.114444832,0.076296555
t,0.156893223,0.050343572,0.207236795,0.138157863
t,0.244823916,0.088670917,0.333494833,0.222329889
m,0.195665982,0.035329805,0.230995787,0.153997191
t,0.219377944,0.06272954,0.282107484,0.188071656
t,0.258439803,0.100213276,0.358653079,0.239102053
t,0.258996279,0.040803498,0.299799777,0.199866518
m,0.508927782,0.167997646,0.676925428,0.451283619
m,0.500078893,0.150220242,0.650299135,0.433532757
t,0.166295718,0.059270517,0.225566235,0.15037749
t,0.501007097,0.072543778,0.573550875,0.38236725
t,0.56929769,0.280330051,0.849627741,0.566418494
t,0.098338609,0.058139564,0.156478173,0.104318782
m,-0.055006076,0.048888057,-0.006118019,-0.004078679
m,0.086531538,0.042846434,0.129377972,0.086251981
m,0.285574067,0.103357965,0.388932032,0.259288021
m,0.170967197,0.03959666,0.210563857,0.140375905
m,-0.209662541,0.033413212,-0.176249329,-0.117499553
t,0.314237127,0.079859055,0.394096182,0.262730788
m,0.354200202,0.103417084,0.457617286,0.305078191
m,0.370376758,0.066325365,0.436702123,0.291134749
t,0.158265468,0.056994246,0.215259714,0.143506476
m,0.463302799,0.152066534,0.615369333,0.410246222
m,0.245028508,0.121301051,0.366329559,0.244219706
t,0.539130665,0.18097397,0.720104635,0.480069757
t,0.427061394,0.141724555,0.568785949,0.379190633
m,0.578799552,0.136614649,0.715414201,0.476942801
m,0.64942344,0.179695276,0.829118716,0.552745811
t,0.458435736,0.241270057,0.699705793,0.466470529
m,0.984156074,0.278368429,1.262524503,0.841683002
t,0.391612098,0.096221861,0.487833959,0.325222639
m,0.083704189,0.028712898,0.112417087,0.074944725
m,0.27383159,0.241886708,0.515718298,0.343812199
t,0.303011077,0.226420083,0.52943116,0.352954107
t,0.086271008,0.055799998,0.142071006,0.094714004
m,0.520596734,0.192674096,0.71327083,0.475513887
t,0.126693448,0.039211191,0.165904639,0.110603093
t,0.224139271,0.051439515,0.275578786,0.183719191
t,0.178561313,0.07640587,0.254967183,0.169978122
m,0.211472455,0.065161329,0.276633784,0.184422523
m,-0.134874992,0.118392051,-0.016482941,-0.010988627
t,0.032291149,0.042703964,0.074995113,0.049996742
m,0.253358197,0.066161076,0.319519273,0.213012849
m,0.873971201,0.346159837,1.220131038,0.813420692
m,0.305882059,0.133321096,0.439203155,0.292802103
m,0.374523357,0.105691953,0.48021531,0.32014354
t,0.287331443,0.044838865,0.332170308,0.221446872
m,0.09540249,0.084508457,0.179910947,0.119940631
m,0.803901672,0.296906542,1.100808214,0.733872143
m,0.462621581,0.060027133,0.522648714,0.348432476
t,0.865872975,0.254697851,1.120570826,0.747047217
m,0.190161262,0.034669491,0.224830753,0.149887169
t,0.218839349,0.073856369,0.292695718,0.195130479
m,0.440354682,0.263788921,0.704143603,0.469429069
t,0.485342087,0.145662833,0.63100492,0.420669947
t,-0.07605126,0.04510466,-0.0309466,-0.020631067
m,0.34863999,0.201995276,0.550635266,0.367090177
m,0.063607276,0.032083955,0.095691231,0.063794154
m,0.273677245,0.064661609,0.338338854,0.225559236
t,0.24516395,0.07084946,0.31601341,0.210675607
t,0.308317755,0.068754179,0.377071934,0.251381289
t,0.229852314,0.055943762,0.285796076,0.190530717
m,1.381719686,0.383795057,1.765514743,1.177009829
t,0.0908491,0.065874368,0.156723468,0.104482312
m,-0.091872052,0.033338042,-0.05853401,-0.039022673
t,0.390247576,0.144677182,0.534924758,0.356616505
t,0.734628088,0.220338708,0.954966796,0.636644531
t,0.136758816,0.07186035,0.208619166,0.139079444
t,0.111937239,0.077446576,0.189383815,0.126255877
t,0.314191412,0.122016578,0.43620799,0.290805327
m,0.13244369,0.082264969,0.214708659,0.143139106
t,0.236698101,0.115715428,0.352413529,0.234942353
t,0.142224648,0.086212832,0.22843748,0.152291653
t,0.124038456,0.072568612,0.196607068,0.131071379
m,0.16772404,0.059197374,0.226921414,0.151280943
m,1.25881568,0.380905649,1.639721329,1.093147553
m,-0.0615316,0.169929182,0.108397582,0.072265055
t,0.24357338,0.036303741,0.279877121,0.186584747
m,0.320703115,0.081245668,0.401948783,0.267965855
m,0.679619277,0.32744876,1.007068037,0.671378691
t,0.334047223,0.102521749,0.436568972,0.291045981
t,-0.080477334,0.076805439,-0.003671895,-0.00244793
m,-0.210354633,0.06590267,-0.144451963,-0.096301309
t,0.544710897,0.350622534,0.895333431,0.596888954
t,0.125107399,0.048557176,0.173664575,0.115776383
t,0.126674577,0.057891499,0.184566076,0.123044051
t,0.220937726,0.090527315,0.311465041,0.207643361
m,0.273840012,0.055323603,0.329163615,0.21944241
t,0.273283849,0.055735209,0.329019058,0.219346039
t,0.77359884,0.388163833,1.161762673,0.774508449
m,0.175894556,0.031559134,0.20745369,0.13830246
m,0.06757429,0.078914029,0.146488319,0.097658879
t,0.140463195,0.062271087,0.202734282,0.135156188
t,0.21221326,0.054765242,0.266978502,0.177985668
t,0.447133998,0.240122469,0.687256467,0.458170978
m,0.284066256,0.127363607,0.411429863,0.274286575
t,0.469446737,0.117187182,0.586633919,0.391089279
m,0.912478982,0.26071906,1.173198042,0.782132028
t,0.69247363,0.153010064,0.845483694,0.563655796
m,0.173255479,0.05867663,0.231932109,0.154621406
t,0.383629032,0.099291835,0.482920867,0.321947245
t,0.261216125,0.163258749,0.424474874,0.282983249
t,0.153654121,0.271693798,0.425347919,0.283565279
m,0.38178963,0.319962342,0.701751972,0.467834648
t,0.172604957,0.054273678,0.226878635,0.151252423
t,0.251418092,0.048044049,0.299462141,0.199641427
t,0.138715758,0.026537398,0.165253156,0.110168771
m,0.275426048,0.108056679,0.383482727,0.255655151
t,-0.049797285,0.035641978,-0.014155307,-0.009436871
t,0.200162997,0.089229703,0.2893927,0.192928467
t,0.334981433,0.081115828,0.416097261,0.277398174
m,0.394119209,0.147557309,0.541676518,0.361117679
t,0.326026014,0.068425657,0.394451671,0.262967781
t,0.157146956,0.056842868,0.213989824,0.142659883
m,0.191811053,0.055246879,0.247057932,0.164705288
t,0.36467781,0.117840276,0.482518086,0.321678724
m,-0.044841755,0.044603896,-0.000237859,-0.000158573
m,0.287998046,0.097243046,0.385241092,0.256827395
m,0.055935101,0.047956103,0.103891204,0.069260803
t,0.162498391,0.065264633,0.227763024,0.151842016
m,0.261132982,0.087461054,0.348594036,0.232396024
t,0.272160942,0.054644141,0.326805083,0.217870055
m,0.346425794,0.170298096,0.51672389,0.344482593
t,0.388177211,0.070429012,0.458606223,0.305737482
t,0.739733563,0.118412216,0.858145779,0.572097186
m,0.890234347,0.347179057,1.237413404,0.824942269
t,0.253609834,0.035996869,0.289606703,0.193071135
m,0.091741454,0.048058151,0.139799605,0.093199737
m,0.119382561,0.06076813,0.180150691,0.120100461
m,0.10075561,0.067212106,0.167967716,0.111978477
m,0.280335856,0.049132769,0.329468625,0.21964575
m,0.09095788,0.060075925,0.151033805,0.100689203
m,0.535336747,0.177886603,0.71322335,0.475482233
t,0.038769185,0.099170842,0.137940027,0.091960018
m,0.072196903,0.093675937,0.16587284,0.110581893
t,0.583293392,0.108293161,0.691586553,0.461057702
t,0.146134231,0.049505228,0.195639459,0.130426306
m,0.820943877,0.269577268,1.090521145,0.727014097
m,0.252714714,0.181679798,0.434394512,0.289596341
m,0.543794444,0.079921465,0.623715909,0.415810606
m,0.208276053,0.039383842,0.247659895,0.165106597
t,0.550989024,0.212093057,0.763082081,0.508721387
t,0.421785347,0.057010751,0.478796098,0.319197399
m,-0.109855988,0.155968679,0.046112691,0.030741794
m,0.284381988,0.095589637,0.379971625,0.253314417
t,0.25904712,0.068815169,0.327862289,0.218574859
t,0.227649861,0.072170439,0.2998203,0.1998802
t,0.255728962,0.059104453,0.314833415,0.209888943
m,0.676864733,0.223071205,0.899935938,0.599957292
m,0.082485913,0.030994737,0.11348065,0.075653767
t,0.302200157,0.166895342,0.469095499,0.312730333
t,0.902295059,0.263958953,1.166254012,0.777502675
m,0.242627393,0.067556925,0.310184318,0.206789545
t,0.186534489,0.070251691,0.25678618,0.171190787
t,0.296834374,0.113758578,0.410592952,0.273728635
t,0.188109283,0.050444778,0.238554061,0.159036041
m,0.281714016,0.060244965,0.341958981,0.227972654
m,0.608641274,0.089465333,0.698106607,0.465404405
t,0.465335635,0.086936317,0.552271952,0.368181301
m,0.085915766,0.020931709,0.106847475,0.07123165
t,0.369890601,0.094391483,0.464282084,0.309521389
t,0.328534268,0.190417057,0.518951325,0.34596755
t,0.259485649,0.05518686,0.314672509,0.209781673
m,0.457567325,0.073811996,0.531379321,0.354252881
t,0.601705825,0.285286541,0.886992366,0.591328244
m,0.531880448,0.363708833,0.895589281,0.597059521
t,0.211918189,0.060836699,0.272754888,0.181836592
t,0.28762953,0.112065161,0.399694691,0.266463127
m,1.14426839,0.277365898,1.421634288,0.947756192
t,0.898117743,0.287473706,1.185591449,0.790394299
t,-0.024893931,0.074443103,0.049549172,0.033032781
t,0.212986118,0.051518507,0.264504625,0.176336417
m,0.268971561,0.088737036,0.357708597,0.238472398
m,0.469266629,0.31104675,0.780313379,0.520208919
m,0.140293808,0.061864576,0.202158384,0.134772256
m,0.749140436,0.271713084,1.02085352,0.680569013
t,0.51144137,0.086817959,0.598259329,0.398839553
m,0.175987026,0.029242928,0.205229954,0.136819969
t,0.131403572,0.056256796,0.187660368,0.125106912
t,0.000625072,0.058137998,0.05876307,0.03917538
t,0.342280643,0.138476222,0.480756865,0.320504577
m,0.32365571,0.026527039,0.350182749,0.233455166
t,0.366966135,0.214229836,0.581195971,0.387463981
m,0.138906445,0.092750676,0.231657121,0.154438081
t,0.365265459,0.055739979,0.421005438,0.280670292
t,0.342744018,0.090110172,0.43285419,0.28856946
m,0.251984637,0.063983498,0.315968135,0.210645423
m,0.157866774,0.055395476,0.21326225,0.142174833
m,-0.022819069,0.049000898,0.026181829,0.017454553
t,0.253226192,0.030916478,0.28414267,0.189428447
m,0.102981422,0.032911832,0.135893254,0.090595503
m,0.086221668,0.051356682,0.13757835,0.0917189
m,0.763958279,0.335422676,1.099380955,0.732920637
t,0.129636431,0.06785423,0.197490661,0.131660441
t,0.147293578,0.034753134,0.182046712,0.121364475
t,0.060806919,0.064154272,0.124961191,0.083307461
t,0.346191216,0.22767152,0.573862736,0.382575157
m,0.126712144,0.032894739,0.159606883,0.106404589
t,1.215259307,0.428578036,1.643837343,1.095891562
t,0.107726381,0.047626809,0.15535319,0.103568793
m,0.110255385,0.072399533,0.182654918,0.121769945
t,0.609132238,0.162984429,0.772116667,0.514744445
t,0.237755524,0.089325946,0.32708147,0.218054313
t,0.074621181,0.027031068,0.101652249,0.067768166
m,-0.005722803,0.074965025,0.069242222,0.046161481
t,0.131985037,0.033450678,0.165435715,0.110290477
t,0.568328158,0.304196216,0.872524374,0.581682916
t,0.084201258,0.031855374,0.116056632,0.077371088
t,0.21388004,0.110361851,0.324241891,0.216161261
t,0.078567371,0.066407396,0.144974767,0.096649845
m,0.290010421,0.045771299,0.33578172,0.22385448
m,0.228345479,0.267448708,0.495794187,0.330529458
t,0.144544703,0.074137534,0.218682237,0.145788158
t,0.289940209,0.089599149,0.379539358,0.253026239
m,0.344679011,0.132340532,0.477019543,0.318013029
m,0.434396537,0.12586815,0.560264687,0.373509791
t,-0.088643345,0.019947268,-0.068696077,-0.045797385
m,0.131343273,0.075089679,0.206432952,0.137621968
m,0.398405878,0.113671239,0.512077117,0.341384745
t,0.136705716,0.057304298,0.194010014,0.129340009
t,0.22491918,0.037227172,0.262146352,0.174764235
t,0.05677232,0.05156306,0.10833538,0.072223587
m,0.118015901,0.038581199,0.1565971,0.104398067
m,0.22729913,0.086417807,0.313716937,0.209144625
t,0.251402122,0.118396309,0.369798431,0.246532287
t,0.103450612,0.093437945,0.196888557,0.131259038
m,0.112014566,0.099541583,0.211556149,0.141037433
m,0.230628805,0.051351207,0.281980012,0.187986675
m,0.276045073,0.08526795,0.361313023,0.240875349
m,0.159141371,0.03037193,0.189513301,0.126342201
t,0.322921545,0.070874869,0.393796414,0.262530943
m,0.281837066,0.113587837,0.395424903,0.263616602
m,0.086043224,0.047071051,0.133114275,0.08874285
m,0.150145381,0.080383155,0.230528536,0.153685691
m,0.020075652,0.13125215,0.151327802,0.100885201
t,0.262015299,0.14242492,0.404440219,0.269626813
m,0.052910133,0.050529453,0.103439586,0.068959724
m,0.696151109,0.048903565,0.745054674,0.496703116
m,0.384779496,0.067678428,0.452457924,0.301638616
m,0.125710083,0.044182376,0.169892459,0.113261639
t,0.427780383,0.075159699,0.502940082,0.335293388
m,0.445797827,0.198056084,0.643853911,0.429235941
t,0.133892479,0.020085965,0.153978444,0.102652296
t,0.123019546,0.089252165,0.212271711,0.141514474
t,0.372930701,0.169981569,0.54291227,0.361941513
m,-0.278162493,0.043822978,-0.234339515,-0.156226343
t,0.14130146,0.044779734,0.186081194,0.124054129
t,0.676827403,0.298595268,0.975422671,0.650281781
m,0.58799625,0.284859554,0.872855804,0.581903869
t,0.81735421,0.299598954,1.116953164,0.744635443
m,1.352503919,0.499463954,1.851967873,1.234645249
t,0.852040734,0.394278965,1.246319699,0.830879799
t,0.14656034,0.028115928,0.174676268,0.116450845
m,0.354626195,0.103689528,0.458315723,0.305543815
m,0.035820693,0.088088939,0.123909632,0.082606421
t,0.410961324,0.176404534,0.587365858,0.391577239
t,0.251596275,0.107004749,0.358601024,0.239067349
t,0.262482562,0.161971469,0.424454031,0.282969354
t,0.215722175,0.068458462,0.284180637,0.189453758
m,0.735652162,0.448520569,1.184172731,0.789448487
t,0.389366291,0.112143057,0.501509348,0.334339565
m,0.035528705,0.090503269,0.126031974,0.084021316
t,0.254864308,0.071475372,0.32633968,0.217559787
m,-0.157753816,0.130249603,-0.027504213,-0.018336142
t,0.250657609,0.11740552,0.368063129,0.245375419
m,-0.233350726,0.039948669,-0.193402057,-0.128934705
t,0.313519269,0.039513172,0.353032441,0.235354961
m,0.287947207,0.084167169,0.372114376,0.248076251
t,0.285582628,0.146447607,0.432030235,0.288020157
t,0.411868207,0.069025998,0.480894205,0.320596137
t,0.097011274,0.065275809,0.162287083,0.108191389
m,0.326854342,0.07136742,0.398221762,0.265481175
t,0.122307437,0.039280296,0.161587733,0.107725155
t,0.18011459,0.045234446,0.225349036,0.150232691
m,0.33234454,0.069989542,0.402334082,0.268222721
t,0.089335601,0.028375154,0.117710755,0.078473837
m,0.562387854,0.304411096,0.86679895,0.577865967
m,0.163566946,0.040239998,0.203806944,0.135871296
m,0.318480001,0.064768436,0.383248437,0.255498958
m,-0.116745821,0.084748437,-0.031997384,-0.021331589
m,0.332736695,0.083300428,0.416037123,0.277358082
t,0.125066011,0.117287569,0.24235358,0.161569053
t,0.094836217,0.034047825,0.128884042,0.085922695
t,0.387216422,0.136592603,0.523809025,0.349206017
m,0.162069336,0.055621846,0.217691182,0.145127455
t,0.241199419,0.06534733,0.306546749,0.204364499
t,-0.041078762,0.143029569,0.101950807,0.067967205
m,0.353785956,0.103894649,0.457680605,0.305120403
t,0.449583628,0.157179051,0.606762679,0.404508453
t,0.173341078,0.057718283,0.231059361,0.154039574
m,0.206932669,0.082879635,0.289812304,0.193208203
m,0.328760748,0.094468869,0.423229617,0.282153078
t,0.314002765,0.073202209,0.387204974,0.258136649
t,0.310359867,0.212314934,0.522674801,0.348449867
t,0.158367897,0.039441734,0.197809631,0.131873087
m,0.875932145,0.170689216,1.046621361,0.697747574
m,0.354474491,0.159885546,0.514360037,0.342906691
t,0.012984452,0.027707679,0.040692131,0.027128087
t,0.194606831,0.156846679,0.35145351,0.23430234
m,0.091690871,0.060086298,0.151777169,0.101184779
t,0.095657403,0.006027702,0.101685105,0.06779007
m,0.04653583,0.048167003,0.094702833,0.063135222
t,0.423233806,0.175486182,0.598719988,0.399146659
t,0.31604606,0.120000239,0.436046299,0.290697533
m,0.201555531,0.236354607,0.437910138,0.291940092
t,0.334040631,0.279172276,0.613212907,0.408808605
m,0.207830523,0.078385582,0.286216105,0.190810737
t,0.008426894,0.019747649,0.028174543,0.018783029
m,0.233527539,0.076645168,0.310172707,0.206781805
m,0.444848509,0.169384569,0.614233078,0.409488719
t,0.755612512,0.24833352,1.003946032,0.669297355
m,0.19093749,0.033502196,0.224439686,0.149626457
m,0.098826293,0.051750869,0.150577162,0.100384775
t,0.208825101,0.068410634,0.277235735,0.184823823
t,0.143558306,0.08597376,0.229532066,0.153021377
t,0.303148591,0.032854391,0.336002982,0.224001988
t,1.606952651,0.522758836,2.129711487,1.419807658
t,0.180307984,0.138098934,0.318406918,0.212271279
t,0.280279015,0.067468112,0.347747127,0.231831418
m,0.081079844,0.11604815,0.197127994,0.131418663
m,0.233664815,0.077959632,0.311624447,0.207749631
t,0.151091277,0.073878303,0.22496958,0.14997972
t,-0.045593361,0.052044746,0.006451385,0.004300923
t,0.293493723,0.074228253,0.367721976,0.245147984
m,0.044845817,0.045785291,0.090631108,0.060420739
m,0.095316275,0.056817834,0.152134109,0.101422739
